UNITID,LATITUDE,LONGITUDE
189273,40.6355,-73.9811
189705,42.9253,-78.8518
189848,42.9319,-75.8541
189857,40.6279,-73.9708
190044,44.6638,-74.9999
190099,42.8188,-75.535
190114,40.7235,-74.0071
190150,40.8083,-73.9619
190248,40.9425,-73.8221
190372,40.7294,-73.9905
190415,42.4453,-76.4827
190512,40.7402,-73.9834
190549,40.6319,-73.9531
190558,40.6039,-74.1487
190567,40.8198,-73.9506
190576,40.7485,-73.9836
190594,40.7687,-73.9648
190600,40.7703,-73.9884
190637,40.8739,-73.8946
190664,40.7378,-73.8154
190691,40.7027,-73.7946
190716,42.9023,-78.8904
190725,42.965,-78.789
190761,41.0541,-73.9523
190770,40.7461,-73.1648
190983,42.0927,-76.8113
191241,40.8612,-73.8896
191515,43.0478,-75.4089
191533,42.454,-75.0736
191621,42.7551,-78.8203
191630,42.8586,-76.9848
191649,40.716,-73.6008
191676,42.4268,-78.1569
191931,40.9271,-73.7856
191968,42.4226,-76.4951
192040,40.812,-73.9603
192110,40.7737,-73.9829
192165,41.2227,-73.8106
192192,42.6154,-77.0905
192323,43.0473,-76.0884
192439,40.6901,-73.9809
192448,40.82,-73.5933
192563,40.7783,-73.2374
192624,40.628,-73.9884
192703,40.8898,-73.9019
192712,40.8123,-73.9617
192749,41.0311,-73.7183
192819,41.722,-73.9343
192864,40.7691,-73.9597
192925,42.929,-78.8566
193016,41.0214,-73.8746
193052,40.6383,-73.9695
193070,40.7138,-73.9913
193247,40.605,-73.966
193292,40.686,-73.6263
193353,41.5112,-74.0129
193399,40.9128,-73.907
193584,43.1024,-77.5144
193645,40.8994,-73.7811
193654,40.7353,-73.9946
193900,40.7295,-73.9973
193973,43.1386,-79.0311
194091,40.8144,-73.6089
194161,41.0864,-73.9311
194189,41.2687,-73.8898
194310,40.711,-74.0047
194392,44.4374,-74.253
194541,40.6944,-73.9868
194569,42.1011,-75.9624
194578,40.6912,-73.9621
194657,40.6185,-73.9637
194666,40.6319,-73.9854
194693,41.1143,-74.0728
194736,40.5865,-73.67
194763,40.7233,-73.8177
194824,42.729,-73.6788
194958,43.1267,-77.799
195003,43.0903,-77.6752
195030,43.1266,-77.6316
195128,42.7282,-73.6935
195164,42.0786,-78.4759
195173,40.6931,-73.9917
195216,44.5899,-75.1613
195234,42.6647,-73.7861
195243,41.0411,-73.9342
195304,40.9341,-73.8438
195438,40.6053,-73.7404
195474,42.7186,-73.7515
195526,43.0927,-73.7851
195544,40.6905,-73.968
195720,43.1171,-77.517
195809,40.722,-73.7953
196042,40.7541,-73.4264
196060,42.6869,-73.825
196079,42.088,-75.9711
196088,43.0004,-78.7892
196097,40.9164,-73.1473
196103,43.0344,-76.1392
196112,43.1353,-75.2292
196121,43.2099,-77.9498
196130,42.9342,-78.8807
196149,42.5589,-76.1856
196158,42.451,-79.3361
196167,42.7969,-77.822
196176,41.7372,-74.0887
196185,42.4666,-75.0642
196194,43.453,-76.5439
196200,44.6629,-74.9769
196219,41.0471,-73.7001
196237,40.7898,-73.571
196246,44.6911,-73.4673
196255,40.6553,-73.9438
196264,43.0783,-73.7799
196291,40.809,-73.8003
196307,43.043,-76.139
196413,43.0376,-76.1351
196431,40.636,-73.9722
196440,43.1471,-77.5749
196583,40.6355,-73.972
196592,40.7422,-73.9899
196866,42.8176,-73.9285
197018,40.7053,-73.9595
197045,43.0952,-75.2724
197133,41.6851,-73.8943
197197,40.615,-74.0957
197221,40.8844,-73.6448
197230,42.7443,-76.6965
197601,40.6249,-73.9834
197610,40.6164,-73.9696
197647,40.6369,-73.9798
197674,41.2209,-73.7284
197692,40.7039,-73.8343
197708,40.8508,-73.9285
197735,41.1185,-74.0664
197744,41.6985,-74.6263
197869,36.2017,-81.6626
197911,35.7355,-77.9138
197984,35.2613,-81.0418
197993,36.0675,-79.78
198066,35.2377,-82.7298
198136,35.4093,-78.7395
198215,35.6924,-80.4866
198303,36.4363,-77.0991
198385,35.5,-80.8452
198419,36.0016,-78.9423
198464,35.6063,-77.3662
198507,36.2735,-76.2101
198516,36.1041,-79.5056
198543,35.0725,-78.8947
198561,35.2473,-81.6681
198598,36.0711,-79.8002
198613,36.0926,-79.8888
198677,35.2684,-78.6134
198695,35.9727,-79.9945
198747,35.9942,-79.9971
198756,35.2434,-80.8548
198808,36.1636,-81.871
198835,35.739,-81.3262
198862,35.6707,-80.4845
198899,35.8259,-82.5509
198950,35.7972,-78.6892
198969,35.1379,-78.875
199032,35.6458,-82.2975
199069,35.2063,-78.0713
199102,36.0767,-79.7702
199111,35.6166,-82.5653
199120,35.9122,-79.051
199139,35.3068,-80.7358
199148,36.0675,-79.8098
199157,35.9742,-78.8986
199184,36.0748,-80.2366
199193,35.7851,-78.6745
199209,36.0174,-77.7742
199218,34.2252,-77.8755
199272,35.7891,-78.6368
199281,34.6872,-79.2019
199306,35.4847,-80.2832
199315,36.0888,-80.2491
199412,35.1889,-80.8322
199458,36.3038,-76.2175
199582,35.785,-78.6218
199607,36.0875,-80.2414
199643,35.7712,-78.6377
199698,34.7463,-79.4784
199847,36.1353,-80.279
199865,35.6118,-82.4411
199962,34.9794,-80.4445
199971,36.1484,-80.1928
199999,36.0892,-80.2249
200004,35.3089,-83.1846
200059,46.8827,-102.8005
200156,46.9154,-98.6972
200217,46.7249,-100.7524
200226,47.5047,-97.3225
200253,48.2469,-101.3006
200280,47.9219,-97.0708
200332,46.8945,-96.8057
200484,46.001,-98.5179
200572,46.9191,-98.0018
200800,41.0778,-81.5103
200873,40.8672,-80.8601
201061,39.1084,-84.4976
201104,40.861,-82.3206
201195,41.3739,-81.8491
201371,40.897,-83.8977
201441,41.377,-83.6375
201548,39.9549,-82.9379
201645,41.5008,-81.6058
201654,39.7503,-83.8121
201690,39.7165,-83.8768
201858,39.1124,-84.5548
201885,39.1312,-84.5143
201964,39.6109,-82.906
202046,41.5092,-81.6095
202073,41.5124,-81.6089
202134,41.5029,-81.6731
202170,39.9658,-82.9885
202480,39.7369,-84.1737
202514,41.3003,-84.3566
202523,40.0726,-82.5206
202763,41.0544,-83.6521
202806,39.9584,-82.9918
202903,39.1155,-84.506
203085,41.1143,-83.1666
203128,41.311,-81.1416
203368,41.4894,-81.5323
203517,41.1538,-81.3512
203535,40.3423,-82.3454
203580,41.7178,-81.2518
203757,41.7087,-83.7066
203775,40.8265,-81.3835
203845,39.4176,-81.45
204006,39.3774,-84.5632
204015,39.5238,-84.3572
204024,39.5096,-84.7318
204176,39.957,-83.0212
204185,40.9051,-81.1086
204194,40.3739,-82.4747
204200,39.0945,-84.6401
204264,39.9966,-81.7372
204468,41.5069,-81.5162
204501,41.2947,-82.2218
204617,39.9927,-82.9405
204635,40.7661,-83.8307
204796,39.9984,-83.009
204857,39.3274,-82.0981
204909,40.2969,-83.0679
204936,40.1254,-82.9356
205027,40.12,-83.019
205124,41.5934,-81.4844
205443,38.7309,-82.9954
205957,40.3761,-80.6231
206048,41.1192,-83.1836
206084,41.658,-83.6152
206154,38.4262,-82.5859
206279,39.1269,-84.5001
206330,40.0999,-83.76
206349,41.495,-81.4667
206437,40.8733,-81.3691
206491,39.708,-83.8794
206507,39.4411,-83.8173
206525,39.9375,-83.8141
206589,40.8105,-81.9347
206604,39.7806,-84.0649
206622,39.1493,-84.4776
206695,41.1056,-80.6465
206817,35.7771,-95.3353
206835,36.7178,-95.9541
206862,35.5133,-97.6295
206914,34.6065,-98.4342
206941,35.6582,-97.471
207041,34.7738,-96.6642
207157,35.3008,-97.4911
207209,35.944,-97.2603
207263,35.9205,-94.9685
207306,36.7963,-98.6676
207324,35.609,-97.4683
207342,35.4793,-97.4963
207351,36.5945,-101.6385
207388,36.1231,-97.0697
207403,35.3599,-96.9343
207458,35.4953,-97.5412
207500,35.2082,-97.4457
207582,36.0507,-95.9542
207661,36.3196,-95.6357
207689,35.3674,-96.9542
207722,35.0314,-97.9564
207847,34.0036,-96.3764
207856,35.5136,-97.6394
207865,35.5346,-98.708
207971,36.1519,-95.9452
208488,45.5682,-122.6379
208646,45.3204,-118.0938
208725,44.0331,-123.1537
208822,45.304,-122.9684
209056,45.4505,-122.6725
209065,45.2013,-123.2005
209108,45.3982,-122.6478
209241,45.0579,-122.7754
209287,45.5182,-122.6825
209409,44.0475,-123.0798
209490,45.4988,-122.6861
209506,42.2572,-121.7852
209533,45.5106,-122.7609
209542,44.5645,-123.2742
209551,44.0445,-123.074
209603,45.5286,-122.6838
209612,45.5214,-123.1088
209807,45.5112,-122.6836
209825,45.5718,-122.7269
209922,45.4804,-122.6306
210146,42.1865,-122.694
210304,45.5063,-122.5925
210331,44.8841,-122.9584
210401,44.9357,-123.0307
210429,44.8519,-123.2388
210492,40.1314,-75.0609
210571,40.3602,-75.9102
210669,41.6481,-80.1469
210739,40.5401,-75.3765
210775,40.3102,-75.9382
211024,41.4962,-75.6836
211088,40.0919,-75.1652
211158,41.008,-76.4464
211273,40.0285,-75.315
211291,40.9545,-76.8863
211352,40.0546,-75.3722
211361,40.0665,-79.8845
211431,40.4399,-79.9639
211440,40.4446,-79.9429
211468,40.5867,-75.5198
211556,40.4484,-79.9261
211583,40.087,-75.2288
211608,39.9323,-75.5294
211644,41.2097,-79.3748
211893,39.9485,-75.1701
211981,40.2976,-75.1582
212009,40.2028,-77.1979
212054,39.9549,-75.1887
212106,40.4375,-79.993
212115,40.9962,-75.1726
212133,40.0523,-75.3703
212160,41.87,-80.1264
212197,40.1504,-76.5942
212577,40.048,-76.319
212601,42.1261,-80.0863
212656,40.7735,-80.3525
212674,39.8361,-77.235
212832,40.1976,-75.2381
212911,40.0134,-75.3026
212984,40.0604,-74.9904
213011,40.028,-75.5706
213020,40.6156,-79.1599
213251,40.4995,-78.0152
213303,41.559,-75.7775
213321,41.2481,-75.8786
213349,40.5137,-75.7854
213358,40.5698,-80.012
213367,40.0385,-75.153
213385,40.7005,-75.2091
213400,40.0744,-76.2878
213507,40.3317,-76.5138
213543,40.6072,-75.3789
213598,39.8077,-75.9283
213613,41.1421,-77.4636
213668,41.2461,-77.0003
213783,41.8077,-77.0753
213826,41.435,-75.634
213987,42.104,-80.0556
213996,40.1587,-76.9885
214041,39.998,-76.3544
214069,41.3448,-75.971
214148,39.9571,-75.1721
214157,40.6309,-75.381
214175,40.5974,-75.509
214272,39.8749,-75.4379
214591,42.1194,-79.9839
214625,40.5538,-79.7033
214634,41.2349,-80.5082
214643,41.3065,-76.0172
214652,41.4403,-75.6206
214670,40.5577,-75.4018
214689,40.5407,-78.4091
214698,40.6783,-80.2962
214704,40.358,-75.9721
214713,40.2052,-76.742
214731,39.9284,-75.4478
214777,40.8007,-77.8616
214786,40.3445,-79.8273
214801,40.117,-75.1107
214810,40.6426,-76.1664
214829,39.9523,-76.7028
214883,39.9455,-75.1663
214971,39.9547,-75.1627
215053,40.0411,-76.3084
215062,39.951,-75.1936
215099,40.0216,-75.1927
215105,39.946,-75.1659
215114,40.1658,-74.9095
215132,39.9466,-75.2082
215266,41.9442,-78.673
215275,40.2928,-79.5358
215284,40.2686,-78.8326
215293,40.4445,-79.9547
215442,40.4385,-80.0015
215655,40.5211,-80.2118
215691,40.0348,-75.3299
215743,40.5028,-78.6385
215770,39.9944,-75.2383
215798,40.2925,-79.4037
215929,41.4072,-75.658
215947,40.3086,-79.5562
216010,40.0574,-77.5229
216038,41.0608,-80.0518
216047,39.9913,-75.2557
216278,40.7977,-76.8752
216287,39.9041,-75.3561
216311,39.9895,-75.248
216339,39.9809,-75.1583
216357,41.4131,-80.3821
216366,39.9491,-75.1581
216524,40.1941,-75.4557
216542,40.1183,-75.5486
216597,40.0394,-75.3455
216667,40.1719,-80.2404
216694,39.8994,-80.1873
216764,39.9491,-75.5946
216807,41.1185,-80.3314
216852,39.8616,-75.3567
216931,41.2432,-75.8883
217013,39.9475,-77.6581
217059,39.9467,-76.7273
217156,41.8276,-71.4045
217165,41.9201,-71.5391
217235,41.8206,-71.4133
217402,41.8441,-71.4379
217420,41.8427,-71.4669
217484,41.4816,-71.5311
217493,41.8259,-71.4077
217518,41.6473,-71.2618
217536,41.4714,-71.3011
217606,42.7654,-71.0793
217624,34.0103,-81.02
217633,34.5155,-82.6402
217688,32.982,-80.0693
217721,34.0113,-81.0214
217776,34.7281,-82.7616
217819,32.7831,-79.9373
217864,32.797,-79.9614
217873,33.4974,-80.8544
217882,34.6773,-82.8345
217907,34.3771,-80.0677
217925,34.0812,-81.0695
217934,34.0629,-81.0014
217961,34.9562,-81.9188
217998,34.3307,-82.3908
218061,34.1923,-79.6555
218070,34.9208,-82.4415
218229,34.2011,-82.1664
218238,35.0529,-81.648
218335,32.786,-79.9469
218399,33.9387,-80.3463
218414,34.2862,-81.602
218441,35.0698,-82.3703
218539,34.4657,-81.8744
218645,33.5729,-81.7679
218654,32.3033,-80.9736
218663,34.0062,-81.0377
218724,33.7977,-79.013
218733,33.4974,-80.8512
218742,34.9964,-81.9706
218919,33.3075,-81.1301
218964,34.9385,-81.0287
218973,34.9579,-81.9346
219000,43.5259,-96.7385
219046,44.4955,-103.87
219082,44.0127,-97.1096
219091,43.696,-98.0306
219198,42.8745,-97.4099
219259,45.4526,-98.4837
219295,45.4828,-98.4908
219347,44.0754,-103.2058
219356,44.3194,-96.7834
219383,43.5316,-96.7382
219471,42.7846,-96.9247
219505,36.2012,-86.7893
219602,36.5333,-87.3541
219639,35.1384,-90.0275
219709,36.1339,-86.7947
219718,36.1393,-88.5162
219790,35.4957,-85.0166
219806,36.1222,-83.4922
219833,35.1274,-89.9832
219949,36.2042,-86.2997
219976,36.1047,-86.7993
220075,36.3016,-82.367
220181,36.1691,-86.8057
220206,36.1346,-86.8262
220215,35.4401,-88.6394
220473,35.9372,-83.7503
220516,36.5859,-82.1565
220598,35.6282,-88.8068
220604,35.1186,-90.0341
220613,35.1662,-84.87
220631,36.5813,-83.6588
220701,35.2007,-87.0351
220710,35.752,-83.9639
220808,35.1459,-89.9937
220862,35.1159,-89.9935
220978,35.8491,-86.3621
221014,36.3004,-82.295
221254,35.921,-86.8681
221351,35.1544,-89.9892
221519,35.2044,-85.9178
221661,35.0491,-85.0509
221731,35.4449,-84.5926
221740,35.0482,-85.2998
221759,35.9551,-83.9297
221768,36.3403,-88.8642
221838,36.169,-86.8294
221847,36.1747,-85.504
221856,35.0325,-85.2774
221892,36.1421,-86.7536
221953,36.1726,-82.7617
221971,35.6769,-88.8585
221999,36.1444,-86.8049
222178,32.4692,-99.7095
222831,31.4415,-100.4665
222877,32.7395,-97.1557
222983,33.6463,-96.5988
223117,31.977,-95.2524
223214,30.5921,-96.3853
223232,31.546,-97.1194
224004,30.421,-97.8362
224147,27.7186,-97.3319
224226,32.71,-96.947
224244,32.9137,-96.8871
224323,32.8462,-96.9216
224527,32.555,-94.3722
224545,33.4956,-94.104
224554,33.2438,-95.9069
225247,32.4768,-99.7338
225399,29.6944,-95.516
225414,29.5825,-95.0981
225432,29.7638,-95.3595
225502,28.8164,-96.9782
225511,29.72,-95.3449
225548,31.7163,-98.985
225575,30.2647,-97.7217
225627,29.4681,-98.4677
225885,32.5882,-95.1777
226091,30.0443,-94.0734
226152,27.5735,-99.4352
226231,32.4677,-94.7273
226383,33.5763,-101.9348
226471,31.0668,-97.4635
226587,32.4296,-99.7503
226833,33.8771,-98.5177
227216,33.211,-97.1512
227243,32.6071,-96.9671
227331,29.4256,-98.544
227368,26.3066,-98.1721
227377,25.8997,-97.4916
227429,32.6772,-96.7559
227526,30.0946,-95.9921
227757,29.7165,-95.4036
227845,30.2298,-97.7576
227863,29.7381,-95.3942
227881,30.7247,-95.5519
228042,30.0311,-99.1311
228149,29.4518,-98.5643
228246,32.8453,-96.7849
228325,32.4055,-96.8532
228343,30.6352,-97.6646
228431,31.5856,-94.5855
228459,29.8892,-97.9364
228468,32.3971,-97.3285
228501,30.3629,-103.6506
228529,32.2157,-98.2201
228635,32.8195,-96.8423
228644,29.5047,-98.5761
228653,29.3113,-94.7764
228705,27.5249,-97.8823
228723,30.5963,-96.3067
228769,32.7284,-97.1151
228778,30.2847,-97.7373
228787,32.9894,-96.7484
228796,31.7717,-106.5036
228802,32.3147,-95.2491
228875,32.7096,-97.3615
228884,32.3742,-95.3123
228981,29.5733,-97.9846
229018,31.8895,-102.3296
229027,29.5824,-98.6214
229063,29.7225,-95.362
229115,33.5803,-101.8769
229160,32.7333,-97.2796
229179,33.227,-97.1291
229267,29.4629,-98.4826
229300,29.7029,-95.4032
229337,33.5932,-101.8936
229780,34.1867,-101.7296
229814,34.982,-101.9158
229887,32.5376,-94.3768
230038,40.2509,-111.6493
230047,21.6412,-157.9254
230603,37.6746,-113.0701
230728,41.7407,-111.8139
230737,40.2785,-111.7171
230764,40.7625,-111.846
230782,41.1926,-111.9448
230807,40.7315,-111.8556
230816,42.92,-73.2375
230825,44.4907,-73.2273
230834,43.608,-73.1815
230852,44.473,-73.2044
230889,44.2791,-72.4373
230898,43.5171,-73.2411
230913,44.6417,-72.6712
230931,44.5343,-72.0246
230940,42.8396,-72.7366
230959,44.0091,-73.1761
230995,44.1394,-72.6601
231059,44.4942,-73.1631
231077,43.5998,-73.007
231086,42.867,-73.2187
231095,44.6523,-72.3824
231174,44.4793,-73.1981
231420,36.5773,-79.4132
231554,37.2457,-81.2449
231581,38.3784,-78.969
231624,37.3095,-76.731
231651,36.8009,-76.1928
231712,37.0633,-76.4949
231837,37.2667,-79.9392
232025,36.7725,-81.8317
232043,38.4786,-78.8761
232089,36.9266,-80.0209
232186,38.8309,-77.3079
232256,37.2425,-78.4614
232265,37.0221,-76.3376
232308,37.3546,-79.9422
232423,38.4353,-78.8717
232557,37.3503,-79.1797
232566,37.3011,-78.3958
232609,37.3977,-79.1842
232672,38.1548,-79.0683
232681,38.3022,-77.4744
232706,38.9056,-77.1288
232937,36.8483,-76.2639
232982,36.8849,-76.3097
233277,37.1369,-80.5497
233295,37.7497,-77.4723
233301,37.4374,-79.1708
233374,37.5776,-77.5387
233426,37.2969,-80.0564
233541,39.1661,-78.1584
233611,37.7407,-79.3503
233718,37.5563,-79.0797
233897,36.9715,-82.5587
233921,37.2375,-80.4348
234030,37.5476,-77.4536
234076,38.0365,-78.5026
234085,37.7843,-79.5258
234155,37.2365,-77.4199
234164,37.5619,-77.451
234173,36.8684,-76.1861
234207,37.7878,-79.4457
234827,47.005,-120.5377
234915,47.6115,-122.1826
235024,47.6179,-122.3361
235097,47.4913,-117.5894
235167,47.0738,-122.9775
235316,47.6681,-117.4031
235422,46.3746,-120.3953
235547,47.7299,-122.2517
235769,47.9803,-122.2077
236133,47.6577,-122.1915
236230,47.1455,-122.4454
236328,47.2637,-122.4797
236452,47.0371,-122.8154
236577,47.6493,-122.3629
236595,47.6101,-122.3197
236896,46.047,-118.3898
236939,46.7304,-117.1582
236948,47.6562,-122.3131
237011,48.7372,-122.4849
237057,46.0714,-118.3302
237066,47.7537,-117.4181
237118,39.1581,-80.0477
237136,37.8533,-81.2012
237181,40.2051,-80.5578
237215,37.2669,-81.2354
237312,38.3326,-81.6187
237330,37.4239,-81.0057
237358,38.9287,-79.8464
237367,39.4859,-80.1618
237385,38.9353,-80.8336
237525,38.4226,-82.4307
237640,39.3124,-81.5392
237792,39.4343,-77.8048
237899,38.379,-81.768
237932,40.1644,-80.6023
237950,38.1794,-81.3252
237969,38.9905,-80.2171
238032,39.6347,-79.9539
238078,40.0709,-80.6908
238193,42.9835,-87.9655
238324,44.4683,-87.9217
238333,42.5036,-89.0315
238430,43.1398,-87.909
238458,43.0046,-88.228
238476,42.6229,-87.8207
238616,43.2542,-87.9166
238661,43.0587,-89.4221
238980,43.8419,-87.885
239017,44.2613,-88.3978
239071,43.1957,-88.7351
239080,43.7774,-88.4206
239105,43.0388,-87.9281
239309,43.0309,-87.9079
239318,43.0454,-87.9077
239390,43.0723,-88.0306
239503,45.5811,-88.0959
239512,46.579,-90.875
239628,43.8424,-88.8426
239716,44.4447,-88.0673
239743,44.071,-87.743
240107,43.8023,-91.2441
240189,42.8356,-88.7424
240268,44.7984,-91.5004
240277,44.5311,-87.9205
240329,43.8153,-91.2301
240338,43.0369,-88.0227
240365,44.025,-88.5493
240374,42.6461,-87.8554
240417,44.8886,-91.9298
240426,46.7175,-92.089
240444,43.0739,-89.4054
240453,43.0768,-87.8805
240462,42.7339,-90.4927
240471,44.8526,-92.6253
240480,44.5296,-89.5709
240727,41.3119,-105.572
240754,13.4327,144.8028
241100,18.4061,-66.1868
241128,18.4341,-66.4787
241191,18.2053,-67.1126
241216,18.3574,-66.1117
241225,18.4005,-66.1815
241331,18.4666,-66.1139
241377,18.3406,-66.1907
241386,18.3875,-65.9577
241395,18.446,-66.6791
241410,18.0029,-66.6113
241614,18.3706,-66.0145
241739,18.3867,-66.061
241766,18.4206,-66.0684
241951,18.4674,-66.1115
242617,18.084,-67.0538
242626,18.4679,-67.1217
242635,18.4751,-66.759
242644,18.1827,-66.3033
242653,18.369,-66.0777
242662,18.0074,-66.5785
242680,18.3292,-65.6496
242699,17.98,-66.1101
242705,18.3516,-66.1825
243106,18.4987,-67.1379
243115,18.4692,-66.7411
243133,18.3714,-66.1435
243142,18.3915,-65.9897
243151,18.1172,-66.1631
243179,18.1439,-65.814
243197,18.213,-67.1439
243203,18.4087,-66.0518
243212,17.9933,-66.6062
243221,18.403,-66.0459
243346,18.415,-65.9834
243443,18.4406,-66.0751
243577,18.4225,-66.0554
243586,18.1933,-67.1437
243601,18.2396,-66.0063
243665,18.3442,-64.9729
243744,37.4317,-122.1822
243780,40.4282,-86.9144
243823,32.8803,-96.8936
244190,39.8165,-75.5489
245652,35.6668,-105.9122
245731,40.624,-73.961
245777,41.114,-74.0692
245838,33.9876,-118.3847
245847,34.4229,-119.696
245883,47.617,-122.3426
245892,39.7958,-83.8921
245953,35.3478,-97.5783
247773,42.4719,-83.2008
247825,30.3438,-97.7117
260947,42.0741,-87.9309
262086,33.6557,-117.7686
262129,27.3849,-82.5586
363907,18.0128,-66.6146
363916,18.4449,-66.4031
366003,26.3036,-80.093
366711,33.1291,-117.158
367884,26.2772,-81.7412
373827,44.8272,-68.7899
375230,40.6289,-73.9928
377555,47.7607,-122.1915
377564,47.245,-122.4375
384254,28.8108,-81.8756
384421,40.4998,-74.3995
385619,26.3912,-80.1083
388520,29.7167,-95.5066
392840,36.1947,-86.8059
399911,33.5494,-117.7349
405058,40.6236,-73.9899
405854,40.7042,-73.9565
409698,36.6537,-121.7992
414708,42.9748,-83.6945
414823,25.8943,-80.1648
414878,41.1768,-85.1084
416801,29.7054,-95.4008
417752,37.034,-94.5115
420325,41.1158,-74.0659
426314,29.1893,-81.0495
428259,43.0296,-88.1152
430670,18.2205,-66.0504
430810,42.9928,-71.4588
431983,40.8967,-73.9111
433660,26.4643,-81.7736
434414,42.4782,-83.1833
434937,39.0424,-77.0306
435000,32.481,-93.7608
436614,33.2759,-111.8853
436818,41.5547,-73.0388
436827,41.3172,-72.0639
436836,41.0559,-73.5427
437316,45.5315,-122.6973
439446,26.122,-80.1422
439613,39.7797,-86.04
439701,34.2009,-118.4548
439862,13.4369,144.8034
440411,42.8503,-72.5564
440794,40.5366,-74.5784
440828,44.0707,-121.3458
441186,32.6724,-115.4927
441478,41.5618,-70.6137
441511,35.9244,-78.8434
441609,41.1239,-74.0899
441690,18.4027,-66.0563
441900,35.9872,-114.9389
441937,34.1629,-119.0436
441982,42.2928,-71.264
442897,38.2844,-85.7412
442949,45.4768,-122.5385
443049,47.2802,-122.5159
443058,35.462,-96.9022
443340,35.9564,-86.825
444398,29.3469,-98.5452
444413,40.5968,-73.7515
444778,35.243,-80.8025
444990,30.4447,-84.3411
445267,39.1504,-92.6862
445735,36.0727,-115.0668
446048,26.3371,-81.4411
446233,36.2141,-94.2366
446394,38.8635,-76.9425
446604,41.3355,-74.1611
446640,40.2613,-76.8808
447689,33.9799,-84.0011
447953,37.7341,-122.1778
448284,40.8155,-96.6508
448804,42.3332,-85.1789
448840,27.7626,-82.6357
449658,40.0997,-74.2113
449764,35.1443,-90.0495
449870,34.046,-118.083
449931,36.5773,-79.4132
450766,40.8761,-72.6991
451370,40.6825,-74.2133
451398,40.0987,-74.1821
451404,40.6347,-73.9953
451671,27.3918,-82.563
454184,40.7483,-73.9858
455257,40.6383,-73.9878
455770,34.1718,-118.1187
456481,25.8092,-80.3289
456490,28.5516,-81.2528
456959,44.0223,-92.4635
457183,28.7752,-81.3536
